Tweet,HS,Abusive,Label,Sentiment
 dan niklan bego buatan partai bego untuk pemilih bego ,1,1,Toxic,Negative
 tambah acak acakan nanti lagi ada pahlawan kesiangan yang gagalkan kudeta partai komunis indonesia saja tidak pakai gelar pahlawan ,0,0,Netral,Positive
kubu prabowo selalu menilai negatif kebijakan jokowi pemilihan presiden uniform resource locator,1,0,Hatespeech,Negative
 mau dong ngewe kayak begitu ,0,1,Abusive,Negative
 kampang kamu anjing ,1,1,Toxic,Negative
 xe x xcmbak tidak ikut meeting xe x xd dan dan xe x xckatanya tidak apa apa tadi xe x xd dan lah berarti tadi diajak meeting disuruh tapi sih belum diam saja kayak patung dan miskomunikasi somplak xf xf x x ,1,1,Toxic,Negative
 biaya ambil alih mayoritas saham pt fi us miliar minimum dari utang kepada perbankan asing itu belum lagi sebagai pemegang saham mayoritas harus taro duit untuk bangun smelter pemurnian pembangkit listrik belum lagi biaya xe x xcdeep cave mini,0,0,Netral,Positive
 anies ombudsman perwakilan itu tidak sama dengan ombudsman republik indonesia ingat itu ya dan ombudsman ri ombudsman perwaki xe x xa ,0,0,Netral,Positive
 lebay benar duda ini ya ,1,0,Hatespeech,Negative
presiden keluhkan minimnya publikasi asian games xviii asiangames,0,0,Netral,Positive
angkat tradisi dan budaya rakyat banyuwangi kunci kesuksesan bec ,0,0,Netral,Positive
oh iya iyakan dulu pas ada acara di tempo yang mewakili tim sukses anies sandi kan sih indra j piliang wkwk tukang narkoba,1,0,Hatespeech,Negative
cowok yang hobi swafoto itu tidak ada beda nya sama lekong amp banci kaleng ,1,1,Toxic,Negative
anda salah menyebut keberserahdirian bapak menteri agama itu ekspresi tuhan datang melayani bukan meminta di sembah,1,0,Hatespeech,Negative
sudah tak bisa dipungkiri lagi rezim jokowi adalah rezim anti islam ,1,0,Hatespeech,Negative
 cebong kampret bilang yang penting infrastruktur jalan teruskan tidak apa yang lain mahal dan naik xf xf x xb xf xf x x xf xf xa xbd ,1,1,Toxic,Negative
di amerika diketahui sekitar orang setiap tahunnya pindah dari agama kristen ke agama islam ,0,0,Netral,Positive
 namanya juga sandirawa para pecundang bubarkan saja kalau cuma urus kasus ecek tidak berani urus bantuan likuiditas bank indonesia rumah sakit sumber waras dan lain lain,1,0,Hatespeech,Negative
giat bhayangkara pembina keamanan dan ketertiban masyarakat aiptu martin sembiring menyambangi thomas dan masyarakat desa labuhan labo memberi pesan keamanan dan ketertiban masyarakat anti berita hoaks isu sara dan ujaran kebencian serta jaga persatuan kebersamaan situasi aman tenaga kerja asing demikian dilaporkan uniform resource locator,0,0,Netral,Positive
kenapa orang orang sumbu pendek enggak protes ke prabowo yang menolak adanya pemberian sumbangan terhadap orang orang rohingya ya,1,0,Hatespeech,Negative
tolak peraturan pemerintah pengganti undang undang tolak rezim otoriter peraturan pemerintah pengganti undang undang pintu masuk lengserkan jokowi,1,0,Hatespeech,Negative
 jadi anda masih sama gagal paham mengenai kegagalan merangkul saya dari tadi cuap percuma anda gagal paham contoh kelompok yang mana kemarin presiden aman saja tidak di saat,0,0,Netral,Positive
 wkwk mampus kamu jung ruby ,1,1,Toxic,Negative
 tong kemana waktu pak presiden dihina ,0,0,Netral,Positive
 kalau boleh saya berbicara ingin saya katakan ahmad dhani monyet babi anjing tapi itu tidak boleh,1,1,Toxic,Negative
 cinta buta itu cinta yang tak mendengar dan melihat fakta yang ada seperti kotoran kucing rasa coklat sependapat tidak prof ,0,0,Netral,Positive
 mampus kamu kalah kan lawan gue ,1,1,Toxic,Negative
 ya anjir salah tag wkwk apaan kamu gue jennie zumi lisa wkwk ,0,1,Abusive,Negative
apes beneeeer dapat jadwal shift pagi cuma hari besok off lusa shift malam sampai sabtu depan badan makin cungkring ampuuuun zzzzzz ,0,0,Netral,Positive
 koruptor dan teroris pelanggar ham berat koruptor membunuh rakyat dengan pelan membuat rakyat miskin bodoh dan kehilangan haknya dengan struktur dan sistematis rakyat masih banyak yang kekurangan gizi dan kelaparan dewan perwakilan rakyat malah sibuk korupsi ,0,0,Netral,Positive
 saya setuju siapapun yang dipasangkan dengan jokowi dan saya setuju untuk tidak mencoblos pasangan tersebut,0,0,Netral,Positive
tiba tiba membatalkan keputusannya sikap syahrir berubah setelah dicegah oleh tokoh partai tionghoa indonesia xe x x xe x x kata teguh ,0,0,Netral,Positive
bunga melati dan bunga bangkai kalau bisa berkata bagaimana ya ,0,0,Netral,Positive
 dibubarkan amp diusir ke yordania,1,0,Hatespeech,Negative
presiden meminta sistem perizinan berusaha terintegrasi segera diterapkan ratas presiden meminta perizinan berusaha terintegrasi segera diterapkan ,0,0,Netral,Positive
 memang ahok siapa orang penting dia hanya penista agama ,1,1,Toxic,Negative
tidak mengerti gue nikmatnya dimana orang orang yang sengaja ikut desak desakan diangkutan umum demi menyenggol bokong doang ,0,0,Netral,Positive
 bacot reza uruskan saja anak istrimu itu tapi gara gara reply anda saya jadi galau lagi xf xf x xad ,1,1,Toxic,Negative
 lah sudah gue sipit sipit mata barangkali warnanya beda ,0,0,Netral,Positive
sebelum memasang jepretan atau racun tikus coba perhatikan apakah di dalam rumah banyak sisa makanan berserakan atau sampah berceceran bila ya jangan heran kalau tikus tikus berkeliaran tikus masuk ke rumah karena tertarik bau makanan bukan mau non,0,0,Netral,Positive
 itu kan dungu kalau km make gelang itu dan ada di tempat kejadian perkara ikut intimidasi secara langsung km terlibat gelang itu baru dugaan sebagai bentuk konspirasi ,1,1,Toxic,Negative
disebut kampungan oleh nagita slavina begini reaksi ayu ting ting uniform resource locator,0,0,Netral,Positive
 aku pacaran tidak pernah sama yang se agama malah sama yang muslim hindu buddha xf xf x x lucu ya ,0,0,Netral,Positive
tragedi ternyata juga salah satu upaya komunis oleh prabowo,1,0,Hatespeech,Negative
nah kamu tau sendiri jaman megawati korupsi nya sedikit jaman susilo bambang yudhoyono banyak uniform resource locator,1,0,Hatespeech,Negative
siapa pasangan calon gubernur dan wakil gubernur yang unggul dalam inews debat kandidat jawa tengah malam ini atau ,0,0,Netral,Positive
bapak prabowo yang terhormat haruskah anda tampil seperti orang yang cemburu dan kalah ,1,0,Hatespeech,Negative
 kalau jokowi tidak bisa diingatkan mundur saja jenderal bantai dia tahun lewat pemilihan presiden,1,0,Hatespeech,Negative
 peang kesayangan kecintaan bolot sok pintar padahal lebih lemot dari gue ,1,1,Toxic,Negative
 sarap bro ,0,1,Abusive,Negative
 terlihat salah satu pendukung mafia koruptor dan penista agama para gerombolan banci titot lakukan bidikan ke arah,1,1,Toxic,Negative
 makin ngawur saja nih rezim nanti jadi indonesia cina sudah nih negara ,1,0,Hatespeech,Negative
retweeted uus rusdiana ciamis asyik saya dari ciamis salah kabupaten di jawa barat mendukung gubernur kami kang menjadi presiden wakil presiden ri bila ternyata keputusan ms yang partai keadilan sejahtera sebagai ,0,0,Netral,Positive
perbedaan banget sama adi dan kalau adi adalah dan dan itu kak lihat gue bilang juga apa dia berengsek dan nyha uniform resource locator,1,1,Toxic,Negative
 pantas saja partai politik sih anu berusaha keras menjegal pengesahan undang undang ini ya tapi takut juga presiden mengeluarkan peraturan pemerintah pengganti undang undang menarik melihat cara presiden kasih ancaman langsung diam dan ketok palu tok tok tok ,1,0,Hatespeech,Negative
 ah bacot dasar sok alim kamu manusia itu tidak ada yang sempurna jangan sok alim jadi orang ,1,1,Toxic,Negative
 gembok akun saja sudah tidak usah tebar data berkali kali main data kamu tidak bisa jawab data gembok akun xf xf x x sehari kali gembok akun payah cebong cupu ,1,1,Toxic,Negative
 nya kamu sipit tidak kalau iya bikin grup ber ,0,0,Netral,Positive
 intinya pas kampanye koar akan menghentikan tetapi sekarang melanjutkan dengan menerbitkan peraturan gubernur baru munafik km pantas dibilang kampret ,1,1,Toxic,Negative
kadang yang kemarin sudah follow hari ini jadi pengikut baru kan tertara ya di unfollow tetapi follow lagi geblek apa bagaimana sudah itu manusia ,1,1,Toxic,Negative
 situasi lalu lintas jalan gatot subroto di depan gedung majelis permusyawaratan rakyat dewan perwakilan rakyat arah slipi terpantau ramai lancar ,0,0,Netral,Positive
ini makan siang mi ayam lagi dekat kampus sambil bapak yang jual melayani menonton bareng jojo alah tersalip alah alah dan xf xf x x xf xf x x xf xf x x xf xf x x xf xf x x xf xf x x xf xf x x ,0,0,Netral,Positive
 ternyata yang katanya katanya hafiz tidak tau benar apa enggak bisa jadi cebong juga ,1,1,Toxic,Negative
ngentot yu yang rl nya gampang sange ,0,1,Abusive,Negative
jam segini sudah ganti baju gembel rumahan tandanya sudah tidak ingin kemana mana lagi ,0,1,Abusive,Negative
 apa yang km lakukan itu tidaklah patut km lakukan karena itu urusan pribadi masing jika ada masalah di sel xe x xa ,0,0,Netral,Positive
betul ayo penjarakan koruptor sumber waras ,1,0,Hatespeech,Negative
semua sok peduli rohingya,1,0,Hatespeech,Negative
 blur kampret ,0,1,Abusive,Negative
kata cewek semua lelaki itu berengsek nah guys kalau kamu berengsek berbanggalah berarti kamu laki ,0,1,Abusive,Negative
 rupiah anjlok karena ulah kalian selama hidup tidak bisa menerima kebaikan selalu buat isu negatif contoh isu partai komunis indonesia pada saat tax amnesti wassalam ,0,0,Netral,Positive
 diam kamu kampang saya sedang sakit kepala ,1,1,Toxic,Negative
 berarti tidak sala cebong pintar nna kalau sih kampret bagaimana dari dulu tidak majucuma otak udang di pakai gede badan doang wajarlah kalau petinggi kampret pinda haluan,1,1,Toxic,Negative
 partai demokrasi indonesia perjuangan dan mega mau bangkitkan komunis lagi itu,1,0,Hatespeech,Negative
ketika sadar bahwa ada cacat dari hasil kerja tim dan besok adalah di day it si time to sleep guys ,0,0,Netral,Positive
babi apa sialll ,0,1,Abusive,Negative
kalau income negara dari berbagai sektor bagus artinya negara punya uang tentu jokowi tidak akan berhutang untuk membangkitkan ekonomi bangsa kalau sampai terpaksa berhutang tentu pemasukannya tidak bagus simple kan ,0,0,Netral,Positive
 siapa bilang di kristen tidak ada wudhu ,0,0,Netral,Positive
 xe x xcnyetir apaan orang mobil di depan saja tidak bergerak idiot xe x xd dan windy semakin kesal karena yoga yang sangat tidak peka akan kondisi perutnya saat ini ia lalu diam dan menatap ke depan ,0,1,Abusive,Negative
 congornya persis congor onta xf xf x xab xf xf x x xf xf x x xf xf x x ,1,1,Toxic,Negative
 kamu itu babi anjing mampus kalah jatuh miskin deh bekasi sah,1,1,Toxic,Negative
presiden uefa beri dukungan terhadap pengusiran gianluigi buffon oleh michael oliver,0,0,Netral,Positive
dewan perwakilan rakyat as a service ,0,0,Netral,Positive
wahai warga jawa tengah janganlah kalian lupakan ini gantigubernur sudirman ida ,0,0,Netral,Positive
 anda saja yang hampir lupa saya masih ingat dan gereja saya yang di bom sudah minggu ini masih takut dan memilih tidak beribadah ,0,0,Netral,Positive
 tapi pelatih kamu ribet kang bacot mulu kerjaannya xf xf x x,1,1,Toxic,Negative
 setahu saya karena moestopo itu dulunya kuliah di rusia dan waktu pulang ada huru hara partai komunis indonesia sehingga ia menambahkan kata beragama di belakang nama ingatkan jika salah ,0,0,Netral,Positive
 salam ustaz nak tanya apakah hukum kalau dalam bab jual beli seharian kita pembeli dan penjual tak sebut akad seperti saya jual dan saya beli ,0,0,Netral,Positive
mending jokowi yang mundur uniform resource locator,1,0,Hatespeech,Negative
 thomasubercup ada sih rexy tai ,1,1,Toxic,Negative
kata kata bodoh dungu dan idiot semua secara teknis mengacu pada seseorang dengan nilai intelligence quotient di bawah psikologi ,0,0,Netral,Positive
 mengenai beking ini sangat menarik apakah itu benar ibu dan adakah solusinya untuk memberantasnya percuma menurut saya nelayan asing di tenggelamkan sedangkan nelayan kecil kita kalah dan tersingkir dengan pengusaha,0,0,Netral,Positive
 oi jangan manusia homo nih ,0,1,Abusive,Negative
 gembel saja bisa kalau cuma fatwa begitu tabi ,0,1,Abusive,Negative
 abg sama sange telanjang masturbasi xf xf x xa dan dan bokep indo cumtribute engas memek becek bugil ahok bokep barat cewek seksi pasukan xe x xa ,0,1,Abusive,Negative
 xe x xamatanya terpejam menunggu tamparan yang akan ia terima namun bukan tamparan melainkan sebuah suara asing seorang laki laki masuk dalam pendengarannya dan xe x xa xe x xa eeeeeh mau apa dan dan xe x xaarra membuka,0,0,Netral,Positive
 harusnya yang mundur jokowi,1,0,Hatespeech,Negative
 partai sompret ini bakal bubar sendiri siapa yang mau pilih ,1,1,Toxic,Negative
 sini queen aku coba memek kamu ,0,1,Abusive,Negative
prediksi polandia kamis nas kop kepala ekor nd nd amp cat dan amp ncm shio ayam amp monyet ntwin nbbfs uniform resource locator,0,0,Netral,Positive
 jangan salah itu janji jokowi yang di tuntut kamu saja yang tidak paham cebong ,1,1,Toxic,Negative
 kom menteri hukum dan hak asasi manusia mengenai md memang benar hak imunitas itu ada pernah ada perdebatan undang undang pilihan kepala daerah sudah ketok palu namun pendekatannya presiden sudah mengeluarkan peraturan pemerintah pengganti undang undang namun md ini presiden tidak mengeluarkan perlu tetapi tidak mau tanda tangan saya kira,0,0,Netral,Positive
 beberapa merek itu bukan punya yahudi israel us kalaupun punya saham biasanya owner tetap punya saham terbesar kalau istilahnya support ke pihak tertentu ya tidak tahu sih ,0,0,Netral,Positive
 ajarannya harusnya sama sama bersumber dari kitab weda bisa jadi juga beda tafsir tapi secara umum dasar kepercayaan sama percaya brahman atman karma reinkarnasi dan moksa nkl ritual hari raya cara sembahyang kebanyakan,0,0,Netral,Positive
 bilangnya tidak penting tetapi kamu baca dan kamu bilang seru juga alah pengirimnya kampang ,1,1,Toxic,Negative
 apakah suatu negara terus akan ada perang jika didalamnya ada orang orang munafik syiah komunis yang ingin berkuasa ,0,0,Netral,Positive
 bom saja di peluk masa kamu tidak xf xf x xd xf xf x xd xf xf x xd xf xf x xd xf xf x xd ,0,0,Netral,Positive
cowok berengsek semua ya ,1,1,Toxic,Negative
turunkan jokowi rezim ini sudah mengorbankan ahok,1,0,Hatespeech,Negative
 driver ojek kalau menemui keluarga ini orang pesan ojek begitu langsung tabrak saja bacotnya seolah tukang ojek itu hina banget ,1,1,Toxic,Negative
 gue kira gue doang yang dibeginikan tahunnya ada yang lain juga bangkai memang mereka ini sinyalnya mau ganti telkomsel tetapi saya orang miskin ,1,1,Toxic,Negative
 kami sejak pertama rezim ini mengeluarkan kebijakan itu sudah memprotes nya hanya saja penguasa yang pura pura tidak mendengar atau memang tidak paham kami sudah mengkritisi sejak tiga tahun lalu sampai saat ini berbagai macam cara a,0,0,Netral,Positive
 wkwk najis gue memilih oke juga lihat dulu kali ,0,1,Abusive,Negative
memang jabar terbaik mudahan meningkatkan ekonomi masyarakat disekitarnya congratulations geopark ciletuh selamat,0,0,Netral,Positive
pnh kerja di asing bermanfaat juga diterapkan di sekolah yang dominan arasen ,0,0,Netral,Positive
hari ini resmi mendapat izin program studi si islam nusantara satu satunya program studi si dengan konsentrasi islam nusantara di indonesia ,0,0,Netral,Positive
 tidak terpilih lagi nih kalau mencalonkan presiden,1,0,Hatespeech,Negative
 negara ekonomi besar surat pemberitahuan tahunan republik rakyat cina us jepang saja masih utang kok kita sewot kalau ri berutang kalau ada yang berani beri utang berarti negara kita dipercaya mampu mengelolanya ,0,0,Netral,Positive
yang beda paham harus di kuliti tangkap itu sih cina,1,0,Hatespeech,Negative
 berarti benaran cebong dong ya wkwk dasar iqsekolem ,1,1,Toxic,Negative
 kamu saja tidak sukses bajingan ,1,1,Toxic,Negative
berbeda dengan institutionalized religion atau agama yang sudah diarusutamakan kultus ini semacam enggak punya kontrol tertentu untuk memastikan mereka baik saja untuk agama arus utama islam misalnya ada majelis ulama indonesia yang menjaga supaya mereka enggak jadi sesat ,0,0,Netral,Positive
pak sehat jalan jalan pak yang aktif begitu lo menebar kebaikan seperti presiden ri jangan manggung di kandang terus tidak bosan ketemunya fadli zon saja ,1,0,Hatespeech,Negative
 bagi jokowi yang penting membuat pencitraan dulu karena pemilihan presiden sudah dekat perkara harga saham kemahalan dan ada point prinsip yang belum disepakati dan lain lain itu urusan nanti setelah pemilihan presiden metode kerja rezim jokowi kan seperti itu ,1,0,Hatespeech,Negative
 arah baru indonesia adalah menjadikan indonesia menjadikan kekuatan ke dunia di bidang ekonomi teknologi dan militer dari ketiga bidang tersebut minimal indonesia menempati peringkat ke dunia mari dukung menjadi presiden ri ,0,0,Netral,Positive
ngewe cuma percepat desahan doang ngewe saja sama knalpot kendaraan ,0,1,Abusive,Negative
 nasib cebong baik saja karena semua itu mimpi buat orang otak berak kayak kamu ,1,1,Toxic,Negative
 dasar cebong ih dan xf xf x xab xf xf x xa,0,1,Abusive,Negative
 freeport indonesia itu kayak raya jangan sampai dimanfaatkan pihak asing kekayaan kita ,0,0,Netral,Positive
 celakalah sukmawati tiada aku mengerti syariat hidupku sesat celakalah sukmawati auratku yang terurai menampakkan buruknya wajahku celakalah sukmawati nyanyian genjer yang aku suka mendatangkan iblis di sukmaku celakalah sukmawati azan tidak bisa mengusir iblis di sukmaku sukmaku mati ,0,1,Abusive,Negative
 cacat anjir nama gue yang dulu kepanjangan kayak rambut limbad ,0,1,Abusive,Negative
 oh cuma gara beda pendapat langsung di pecat ya kalau begitu rejim sekarang anti kritik dong tidak mau ada masukan dari luar parlemen ,0,0,Netral,Positive
 memang mereka yang ingin nikah muntah depan congor kamu pakai acara jijik jijik dan mampus disabilitas in ,1,1,Toxic,Negative
 tolol dia tidak ada sangku pautnya apa kamu bilang pengecut dasar tolol ,1,1,Toxic,Negative
ini adalah budek sih gendut ,1,1,Toxic,Negative
melokalkan merek global itu bukan sesuatu yang baru terjadi sejak lama dan di berbagai bidang dalam hal agama indonesia punya hindu nusantara yang cukup berbeda dari hindu dunia apakah hindu nusantara membuat hindu dunia lemah tidak hindu dunia berkem,0,0,Netral,Positive
cina janji kebut proyek kakak cepat jakarta bandung ekonomi,0,0,Netral,Positive
 kalau menurutku mending jokowi mundur saja deh kayak negara ini hanya diatur sama satu orang menteri anjing,1,1,Toxic,Negative
rachmawati soekarno tak pernah lempar sembako untuk rakyat hati saya teriris dianggap apa rakyat dilempar lempar sembako souvenir itu saya berkaca kepemimpinan ayah saya beliau tidak pernah melakukan itu ,0,0,Netral,Positive
 jadi kesimpulannya kamu kenapa bego v ,1,1,Toxic,Negative
 jadi tidak nih mencalonkan calon wakil presiden nya mud sudah tua bangkai masih kuat cuit juga nih ,1,1,Toxic,Negative
 iya anda di serang karena pandangan beda untuk bubarkan komisi pemberantasan korupsi bukan benahi komisi pemberantasan korupsi dan selamatkan ketua anda dari kasusnya,1,0,Hatespeech,Negative
 meteor garden cina sudah mulai itu ,0,0,Netral,Positive
 nomer duanya indosat dan ada pulsanya barusan tau kalau pulsa sudah rupiah padahal tidak pernah dipakai dan bangkai nih memang ,1,1,Toxic,Negative
 tidak berani ngentot lobang pantatnya pantat lobang perem ,0,1,Abusive,Negative
 sampah visual sudah waktunya dikondisikan ,0,0,Netral,Positive
 partai komunis indonesia bangkit ,0,0,Netral,Positive
allah subhanahu wa taala benci kafir mengajarkan cocok penis dengan banyak istri gemar mengazab dan menjanjikan rampasan,1,1,Toxic,Negative
berlin iqna karya seni muraqqa album sejak era mongolia dari iran dan india akan dipamerkan di departemen seni islam di museum pergamon berlin ,0,0,Netral,Positive
 anjing komunis tolol kamu ,1,1,Toxic,Negative
 hanya orang bodoh yang masih percaya bahwa prabowo benar dalang padahal dalangnya disekitar orang jokowi makanya saat ditanya masalah ham jokowi cuma jawab lagi diproses kamu know lah pasti bohong lagi jadi o,1,1,Toxic,Negative
 monyet kecil yang pas di universitas pendidikan indonesia masih hidup yi wkwk ,0,0,Netral,Positive
adopsi kecerdasan buatan potensi ekonomi digital bisa mencapai triliun dolar as,0,0,Netral,Positive
 jangan mau sama dia burik ,1,1,Toxic,Negative
begini ya gue kasih tau ke kamu pada bang kamu itu kasarnya ya bisa saja jadi kesetnya jeyepe dan jangan sombong kamu tai onta ,1,1,Toxic,Negative
 by the way saya sudah melewati fase pertanyaan ateis yang dengan itu justru mendorong iman saya ke tkt ihsan insyaallah tak tergoyahkan kalau menghadapi bani ateis liberal ,0,0,Netral,Positive
 tidak cocok antara antara langit dan bumi kampret cebong tapi lebih adem cebong ,1,1,Toxic,Negative
pernyataan sikap pilihan kepala daerah damai dan anti hoaks warga desa lae luhung kabupaten dairi ,0,0,Netral,Positive
jadi orang minang tidak salah pilih walaupun kalah tapi tidak ikut memenangkan rezim penyengsara rakyat dan berpihak pada komunis ,1,0,Hatespeech,Negative
 berisik kamu salah tempat kamu pada tokai onta bani cabul ,1,1,Toxic,Negative
gue memang menel gua memang suka modus sana sini gua memang berengsek gua memang bukan anak baik baik dan tapi dan sekali gue sayang tolong jangan anggap itu semua palsu sekali gue serius tolong jangan permainan hati gue ,0,1,Abusive,Negative
ppp jangan buru buru tolak wacana pilihan kepala daerah lewat dewan perwakilan rakyat daerah,0,0,Netral,Positive
dan jangan munafik kita butuh visual yang wah untuk menarik yang non fan maka dari itu we need yireon sakura wonyoung yoonjin lagi pula mereka tidak cuma jual tampang doang terbukti mereka sukses jadi center dan suaranya juga oke ,0,0,Netral,Positive
qaumi ekajati conference jamiat ul ulama e hind janab muhammad ali shabb ,0,0,Netral,Positive
 najis ya allah seram ,0,1,Abusive,Negative
lain betul suasana hati mengantuk tapi kena belajar sebab besok exam nih tikus tidak function kena ampas ingin putus kena kasih patah terus xf xf x xa ,0,0,Netral,Positive
 najis tidak mau membelai jablay ,0,1,Abusive,Negative
komisi pemberantasan korupsi banyak semrawut juga goblok bubarkan saja c toh banyak kasus mengambang begitu saja haha haram uniform resource locator,1,1,Toxic,Negative
 bangkai apa om ,0,0,Netral,Positive
jalan salib di kota ambon potensial jadi objek wisata religius,0,0,Netral,Positive
 jangan di suruh mundur nanti pak jokowi di bilang menzalimi gatot,1,0,Hatespeech,Negative
 bom wtc untuk minyak di irak apa kabar ,0,0,Netral,Positive
memang tidak semua orang kiri komunis sosialis marxis itu bermental pengkhianat ajaran anti agama mereka buang dan tapi perbandingan nya ,1,0,Hatespeech,Negative
mereka itu gerindra antek orde baru yang dekat dengan kkn,1,0,Hatespeech,Negative
 ahmad dhani yang terhormat paling babi paling anjing aku kontol paling lonte tunggu saat nya karier mu akan habis ,1,1,Toxic,Negative
 kalau nete menit sekali anak lulove pingsan ,0,1,Abusive,Negative
 setengah dari mereka adalah anak anak aktivis dan pejabat palestina mengatakan bahwa rencana pengusiran warga palestina di area tersebut untuk memeperluas pemukiman ilegal yahudi yaitu kefar adumim yerusalem tepi barat ,0,0,Netral,Positive
kalau mau bini senantiasa kurus putih ikut kamu nikah saja sama bihun taplak heran sama laki model begitu dan dan bulan kita menahan macam sakit penderitaan belum nyinyiran orang lain belum mengurus rumah mengurus suami kamu kata lahirkan anak dimuntahkan ,0,0,Netral,Positive
 cowok ganteng six pack pamer kontol besar berurat di kamar uniform resource locator,0,1,Abusive,Negative
sebelumnya presiden joko widodo mengetahui ada proyek pembangkit listrik yang mangkrak ,0,0,Netral,Positive
 hai kampret goblok idiot bin bodoh kamu baca ini pekok dipelihara peet kampret masih msu tanya lagi sehat kapan turki dan israel punya hubungan diplomatik uniform resource locator,1,1,Toxic,Negative
 goblok kamu kunyuk ,1,1,Toxic,Negative
 jembatan fenomenal dengan pemandangan fenomenal pula bravo presiden jokowi pembangunan jembatan rakyatbrsamajkw,0,0,Netral,Positive
 terlalu sulitkah bangsa indonesia untuk mengetahui informasi benar tentang jati diri presiden jokowi chirpstory,0,0,Netral,Positive
 komisi pemberantasan korupsi di berhentikan yang paling bagus itu dewan perwakilan rakyat yang di bubarkan bos ,1,0,Hatespeech,Negative
asing lah nih forever young aku dengar ulang ulang sial dengan musik video sekali ,0,0,Netral,Positive
pak menteri agama tak boleh membiarkan penipuan ini terus terjadi harus ada penjelasan muhammad sesuai alquran,0,0,Netral,Positive
biasakan mencari sumber berita yang jelas ini saya bantu kasih link website resmi yang membangun bandaranya perencanaan memang sudah lama tapi groundbreaking dimulai oleh jokowi ,0,0,Netral,Positive
 hanya ateis yang tidak mengenal tuhan ,0,0,Netral,Positive
demi apa di barel ada bom sekarang wilayah kampus sudah kena ,0,0,Netral,Positive
tangkap ahok sekarang juga bagikan jika setuju ,1,0,Hatespeech,Negative
ketika prof bahas fiksi yang tidak menyinggung agama tertentu setibanya ramai seolah penistaan tetapi bu suka yang jelas merendahkan azan hijab syariat islam tidak berkoar situ sehat indonesia lawyers club prabowo berbalas pantun,1,0,Hatespeech,Negative
 aku bantu jawab deh selebihnya cari sendiri dan islam kurban sapi kambing onta dan minus kurban ayam burung dan nah lo masih mau inus sedangkan burung kamu saja mau di korbankan xf xf x x ,0,0,Netral,Positive
kau kanal bainanal habib ulama sepakat bahwa selawat pasti diterima karena dalam rangka memuliakan rasulullah saw ada penyair yang berkata ,0,0,Netral,Positive
warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu sebabaduy,0,0,Netral,Positive
 foto mengintip penampakan jamban jadul koleksi museum di jepang bangsa pertama yang menggunakan jamban adalah ,0,0,Netral,Positive
lagi ribut soal islam nusantara lah saya dulu sekolah di islam terpadu auto kafir tidak ya dan dan islam nusantara ,0,0,Netral,Positive
 tokoh islam prabowo partai islam gerindra dan kontol ,1,1,Toxic,Negative
 digempur isu sara isu partai komunis indonesia dan berbagai fitnah lainnya tapi jokowi masih tetap kokoh berdiri cinta dan dukungan rakyat yang tulus yang membuat beliau kuat xf xf x xd ,0,0,Netral,Positive
 semua lelaki yang sudah pada ngentot mami tidak pernah bosan dengan jepitan pepek mami mereka bilang lebih puas dengan mami xe x xa ,0,1,Abusive,Negative
di sekolah negeri yang ada cuma islam dan kristen itu tok sudah begitu ruang kelas agamanya dikasih yang gudang bocor dan bolong ya begitu deh ,0,0,Netral,Positive
astaga coba segera kasih foto sebelum setelahnya kalau ada min ,0,0,Netral,Positive
 juta pendukung jokowi siap menangkan pemilihan presiden biar kaum sumbu pendek makin kejang kejang,1,1,Toxic,Negative
 foto partai demokrasi indonesia perjuangan silaturahmi ke imam besar masjid istiqlal ,0,0,Netral,Positive
itu pas gue baru saja ditabok sih edi eh tio jadi bibir gue menyon barbar memang itu sih kunyuk dan dan chandra uniform resource locator,0,1,Abusive,Negative
 iya di aku masih membicarakan kristen bel masa ,0,0,Netral,Positive
 kalau kristen nusantara ada tidak ya buddha nusantara ada tidak mungkin nanti ada mengikuti aliran ini ,0,0,Netral,Positive
 padahal yang bikin ambang batas rezim prihatin eh semua salah jokowi xf xf x xb ,0,0,Netral,Positive
 ahok tai memfitnah memang kamu tukang caci maki perempuannn anjing ahok pasti tumbang debat final pemilihan kepala daerah jakarta ,1,1,Toxic,Negative
people yang teriak teriak ganyang partai komunis indonesia ini pasti jaman menonton layar tancap film gspki duduk depan diri,1,0,Hatespeech,Negative
oh ternyata tidak butuh waktu lama untuk sih monyet masuk kandang lagi uniform resource locator,0,0,Netral,Positive
daya tarik utama mengonsumsi buah iblis adalah kemampuan khusus yang akan diperoleh setelahnya ,0,0,Netral,Positive
 tai lah kalau rakyat jelata sewenang wenang kalian menderek giliran anggota dewan perwakilan rakyat daerah eeemelawan mana buktinya kalau di mata hukum kita sama ,1,1,Toxic,Negative
 tai memang kamu ,1,1,Toxic,Negative
 kalau ahok masih menjabat gubernur di labrak itu rumah sakit,1,0,Hatespeech,Negative
anda sudah tahu kebajikan konghucu pak lukman tidak ada ajaran cocok penis dengan istri dan penggal kafir kan ,1,1,Toxic,Negative
kenapa yang ada prabowo dalam nama nya selalu ada sesuatu begitu tidak jelas bisanya cuma memecah bangsa uniform resource locator,1,0,Hatespeech,Negative
